customer_id,booking_id,session_id,payment_method,payment_status,promo_amount,promo_code,shipment_fee,shipment_location_lat,shipment_location_long,total_amount,product_id,quantity,item_price,event_offset
18779,bc4ebf81-621c-4477-a195-365a2774aab5,13bf035d-a294-40fb-a4fb-ed58dfe8c867,Credit Card,Success,0,,15000,-7.924378435129808,114.22307268247148,242298,42120,1,227298,35
46599,cd042936-994f-4cf9-a5c0-f2fb098319be,536c6b62-d212-4dfe-b1df-ee3c7e22b42b,OVO,Success,0,,10000,-1.603889933096399,114.05016895136689,1849607,56603,7,262801,58
38017,4815644e-08e4-4a03-9467-89d2b487856d,62ff931d-3344-470f-b84e-f190b4eb9100,Credit Card,Success,0,,10000,0.5568184811230417,122.83077788598752,285610,25232,1,275610,35
34977,0981e5c2-22b2-4f48-836e-b3a2bf7538f5,1c243bb0-ca31-4121-8f72-9bb6c1e938ab,Debit Card,Success,0,,10000,-7.553103659896424,112.33577613182698,86168,29083,1,76168,69
67050,f0c75d96-abd0-4731-8c14-4b2f93814703,05626b5a-9e04-4f34-9741-00cc4340460a,Gopay,Success,3119,LIBURDONG,0,-1.0852397958099171,98.9050895555337,315056,5474,1,318175,44
72127,ebfadecf-f585-41cf-9c1f-2d727f838d7f,7a8c4516-eb84-4c14-a839-148dd9481861,Gopay,Success,0,,10000,-2.308773003831502,111.36140944534677,338145,21359,1,328145,9
16201,631d6a3c-024f-41e6-b941-38c920e1d9cc,6d5bbb0e-28d9-4f84-9d72-ebc09d6661a1,Gopay,Success,4244,WEEKENDMANTAP,10000,-6.690878132123509,110.7300427611784,160996,11546,1,155240,108
1636,c7f215c5-4a61-435c-8ae1-05201a171c9d,71ff5e71-0ead-4e9b-95b7-3216ba8df9a1,Debit Card,Success,0,,0,-8.158130038649926,110.70975730409748,154210,18079,1,154210,2
46459,e50a0e5e-d5c3-4170-8db5-16a8280e10a1,094aebbc-aa84-47c6-b6d3-2ed0d7b541b6,Gopay,Success,3752,WEEKENDMANTAP,15000,-3.686569620386268,115.42459521092104,1229488,20399,2,609120,1
95666,254e332b-7080-46a5-96d9-e7a478f75214,4d7b736b-1288-4d7c-b5ee-11173443c6b1,OVO,Success,0,,0,-8.394556447062763,112.69051302609056,214704,23600,1,214704,55
56004,ed9a4ef3-57d9-4d41-a1ca-a13ea9abf608,a18c27c7-73e8-4c59-bb80-8f7ca79578c4,Debit Card,Success,4109,WEEKENDSERU,0,0.0436982293254324,100.786527890081,538102,43363,1,542211,24
40999,b4166f5b-c62e-44cf-a389-4896d87c20b3,fa00c2b3-1833-4c30-885d-8d4d8005f5d5,Gopay,Success,0,,5000,1.1710040944300069,127.50970014078834,209361,5948,1,204361,14
17773,ba509fb3-e0d6-4da2-ae08-3dc1fc81f91e,ccaaa772-c389-40f3-a3fd-ff1f61f63f6e,Gopay,Success,0,,10000,-3.1372103276492176,113.391007634981,192252,47408,1,182252,76
60565,93610d63-65a4-42c6-9e2d-e49ab44e1787,760875ac-1554-4457-8ffa-0b45218f47c7,Credit Card,Success,0,,10000,-4.2264832801131975,104.929099436676,178161,19309,1,168161,145
20149,e7caa9aa-d999-4eed-87ac-786c0ed63d16,ea1ccc5f-32e3-4076-ae73-1beaccdee21d,Credit Card,Success,0,,0,-3.207452942437849,116.04583463978354,310681,47235,1,310681,3
72365,223a54e3-fd8f-4765-932b-c099cee0e627,7e4492ad-22aa-4fd3-839a-ec4b3a448f60,Credit Card,Success,2460,LIBURDONG,10000,-6.243509361631879,106.89130161317163,221827,41694,3,71429,269
72715,72634453-665c-44e7-99c7-c58720a7bab1,3aee9689-cd2d-4e0f-a811-1f3f5ea8d308,Gopay,Success,0,,10000,-6.167097919057392,106.82563920832364,389451,16285,1,379451,14
3680,65facbb5-671b-4a06-a22d-382905514704,76c739c9-feb8-4c5f-86f0-69ddf2474e4e,LinkAja,Success,0,,15000,-6.173650786476817,106.86801232514333,129439,11824,1,114439,49
68787,20bd7e75-1ea1-4793-92ab-4e9888c9f6dc,edd18776-22f4-4a60-990c-16d47e34141e,Gopay,Success,0,,0,-6.190956257998162,106.79701466894764,57401,58514,1,57401,117
68922,2b56adfc-11ae-419a-83b8-bc96f22fa236,2246fd87-1cf0-42fb-be36-262397191cf3,OVO,Success,0,,50000,-7.065706363176511,106.57994268729172,195221,7134,1,145221,153
58630,1b6ff601-fea1-4075-a5d0-b6badfa86482,dc295b67-6a89-4006-80b6-833495eef42a,Debit Card,Success,0,,10000,-8.928679388765586,117.4425402878836,346211,23965,1,336211,56
82786,76d74af1-4490-4638-9236-3e0aad6cfd43,52ea318a-5fd9-46f0-bdbb-5814a7452605,Gopay,Success,0,,50000,-8.168534834214464,110.6525534249972,280552,51652,4,57638,56
7708,6b6d6973-70aa-46ca-bada-65b26258c96b,7ee66e75-86ce-43f0-bc19-af6446f7f0ba,Gopay,Success,0,,10000,-3.39688966990882,140.3070317843923,130306,57657,1,120306,12
38017,8bb7e741-7eff-4adc-b8e5-ac323d43061c,c6e0c223-5ed9-4a6b-8cc2-f59d4e4fc53d,Credit Card,Failed,0,,0,-1.0773527608080735,114.33992976836184,200860,13542,1,200860,121
22496,11a46d88-14bc-4597-8eb7-35f892d17c8e,c0f4cb6a-fb9f-44d4-958c-4ca5bf5a7eb9,OVO,Success,0,,10000,-8.014209965459974,113.01781984670023,211615,24131,1,201615,2
33194,f969123a-123d-4337-8b8c-f8240bbdfb67,0a9c6f76-bd4a-4af4-b868-c1b337157d00,OVO,Success,0,,10000,-6.236921778595572,106.7808391581666,639262,7812,1,629262,26
38917,ccf52b97-4b4d-4a07-b6c8-54a653ae3d82,6440eb43-5eac-4ab6-a3aa-5fc142e5e307,Credit Card,Success,0,,10000,-7.881309973665983,110.71121378641644,385695,41315,1,178734,30
38917,ccf52b97-4b4d-4a07-b6c8-54a653ae3d82,6440eb43-5eac-4ab6-a3aa-5fc142e5e307,Credit Card,Success,0,,10000,-7.881309973665983,110.71121378641644,385695,6109,1,196961,0
34977,dd3b447a-719b-4fd7-858b-c23a98ab20d4,b23b017b-70d6-4c65-b6ac-471ef2253079,Debit Card,Success,4084,WEEKENDSERU,0,-7.901276306470709,110.5558621641196,856498,39151,1,101339,115
34977,dd3b447a-719b-4fd7-858b-c23a98ab20d4,b23b017b-70d6-4c65-b6ac-471ef2253079,Debit Card,Success,4084,WEEKENDSERU,0,-7.901276306470709,110.5558621641196,856498,7668,1,434887,0
34977,dd3b447a-719b-4fd7-858b-c23a98ab20d4,b23b017b-70d6-4c65-b6ac-471ef2253079,Debit Card,Success,4084,WEEKENDSERU,0,-7.901276306470709,110.5558621641196,856498,5812,1,324356,0
91862,c2aff166-dc96-4642-8691-e8b0790bd9cd,4032e799-0a40-44e8-8ea1-3f2b596e2438,OVO,Success,0,,10000,-6.606473699992456,107.31989158882436,248314,13782,1,238314,24
11613,b68037f9-3894-490e-918d-61bd100581e2,80bdbf98-a6ec-4fa6-ab3b-01b3a525fb87,LinkAja,Success,0,,10000,-0.0258497895925877,109.3690306237,327808,3674,1,317808,16
53077,9ffd5101-aa10-47a5-bc06-edab900e5782,e2146a9d-5425-4465-a39a-8640c4cb2380,Debit Card,Success,0,,0,-6.205166932294159,106.88957238894758,233121,57070,1,233121,27
72007,08dc8d5b-d36d-4e2c-9560-c8f1fd5cfd49,37867fb7-12eb-4ce1-83f7-a8831e21e246,Debit Card,Success,3995,LIBURDONG,10000,-6.907694344972709,110.79087003458326,408238,8531,1,402233,36
72420,6c9f36bb-9a84-4ef5-9b38-cc0d029cc972,b3b2cb3d-2c60-42c6-b8c9-830440ee1f40,Credit Card,Success,5034,WEEKENDSERU,25000,1.3742820172440755,115.39391793042228,3613963,20933,1,256758,48
72420,6c9f36bb-9a84-4ef5-9b38-cc0d029cc972,b3b2cb3d-2c60-42c6-b8c9-830440ee1f40,Credit Card,Success,5034,WEEKENDSERU,25000,1.3742820172440755,115.39391793042228,3613963,2675,9,253293,0
72420,6c9f36bb-9a84-4ef5-9b38-cc0d029cc972,b3b2cb3d-2c60-42c6-b8c9-830440ee1f40,Credit Card,Success,5034,WEEKENDSERU,25000,1.3742820172440755,115.39391793042228,3613963,37883,3,352534,0
78491,cbfb0c13-0bb8-417b-979f-3e1fe9b895a1,77ddc58d-8c08-4745-b85e-f6315815a73b,Gopay,Success,0,,10000,-6.925872302735421,109.9354613861125,442861,51976,1,432861,261
66193,27cbc9ad-2c3d-45ca-906c-4ca7d5d5f38c,1cf6abc4-24e1-4ef0-b225-d9ae62446cab,Gopay,Success,0,,10000,-6.150456130532644,106.94779287825462,404308,31141,1,394308,33
56125,58407ea7-61b3-4bff-98cb-93c053598b96,8c4ea002-5c47-4cb2-b9bd-54befd53b850,Gopay,Success,0,,10000,-7.784959014106305,110.36558195686172,107753,42835,1,97753,35
9787,311f0d01-84e8-40aa-b2c4-9debb9345b85,5abd8cbe-e311-4691-a959-3775d7090680,LinkAja,Success,0,,10000,-7.974779850080699,110.9615628096573,460649,4707,1,192785,10
9787,311f0d01-84e8-40aa-b2c4-9debb9345b85,5abd8cbe-e311-4691-a959-3775d7090680,LinkAja,Success,0,,10000,-7.974779850080699,110.9615628096573,460649,21312,1,257864,0
73920,52ecb678-d309-4443-937f-de5855e4fcf5,57fa3b2c-7802-4a84-b3c9-a432d7da3c25,OVO,Success,0,,10000,-6.87164258071025,108.10566725971938,348103,16053,1,338103,121
76673,ff78816e-5f70-434c-8409-fd566f9b9ca5,8be9167d-e914-411d-8fe7-7d0e265b97db,Credit Card,Success,0,,10000,-6.247491385239717,106.79236776486384,302529,24181,1,292529,188
40164,e2fbc7e2-a058-4cf8-a051-c1bb466fcc12,1f9236fd-c217-4816-b8f2-cf1fe53cbd6c,Credit Card,Success,5434,WEEKENDSERU,5000,-7.959925036059663,110.308248460734,228687,8793,1,229121,57
66682,ee8e030d-1516-4fda-ad7c-52401818ead2,72d93156-076d-4a14-aa7d-e0185a0c2358,Debit Card,Success,2823,WEEKENDSERU,10000,-6.5356618727175375,110.84410283168113,258838,46104,1,251661,1
25085,5ea60d68-7e50-4247-bf50-b74876f5de51,8c9bd325-d0f9-4d94-b05d-32e5e695c115,Debit Card,Failed,0,,10000,-6.158509754295662,106.82484730257856,268887,44200,1,258887,148
38017,d153f2f9-84dc-4385-b954-b6c631e51bcc,de29107c-80a1-4e48-ab00-d302ebf06ebc,OVO,Success,0,,10000,-6.157907075179944,106.76731960627768,197942,53117,1,187942,220
3982,0bf092ea-8ba5-4e30-9444-9666a5dcdd28,d823b5d1-266d-4fc2-9434-db28fadaf63b,Credit Card,Success,0,,50000,-3.226927251517921,116.17775606879792,216224,22494,1,166224,78
98909,dbfad70a-0e67-482b-a218-33abf4acd90d,74095dba-d430-43e6-8695-b2373da0147d,LinkAja,Success,0,,0,-6.136819950775235,106.92855922661056,103896,30336,1,103896,90
89327,54f70517-a4ee-41ce-8e20-018ae0bf2dbe,ac3c9d01-355f-4128-a4c7-d5c0113b0a3b,Credit Card,Success,0,,0,-6.145811666861844,106.76624674771612,306052,11355,2,153026,61
10279,36baa336-ebc1-4449-bcdf-1334b17d223d,1b1c41ac-d597-4d93-8ffc-ea96bf829e78,Credit Card,Success,3224,LIBURDONG,10000,-5.202821452052588,105.50375221386366,257541,37607,1,250765,23
34977,3bc37eb5-fb58-4c2a-957f-1d328035f924,8f189f82-50a2-4a91-ab33-d40f6436c573,Credit Card,Success,0,,10000,-6.331591295767702,106.91705782458912,1286861,5942,1,184933,27
34977,3bc37eb5-fb58-4c2a-957f-1d328035f924,8f189f82-50a2-4a91-ab33-d40f6436c573,Credit Card,Success,0,,10000,-6.331591295767702,106.91705782458912,1286861,1612,3,260863,0
34977,3bc37eb5-fb58-4c2a-957f-1d328035f924,8f189f82-50a2-4a91-ab33-d40f6436c573,Credit Card,Success,0,,10000,-6.331591295767702,106.91705782458912,1286861,26868,1,309339,0
10366,87087c38-b5c5-4204-860e-2a864bf07228,e33a4aec-de1d-477c-9e88-eb693fc9b8e5,Debit Card,Success,0,,10000,-8.092068792642271,110.50467113769297,346928,33508,1,336928,47
34949,304be8ab-5d3d-4256-a55b-02de969fd0c9,4ec26fa7-a3e6-44c3-a174-9d844cd66876,OVO,Success,3941,WEEKENDSERU,5000,-6.292320762177997,106.87646191534152,311868,32503,1,310809,57
73079,571f6948-808c-4841-9f01-886f7d7e1516,a251f21a-0454-4a5a-869a-5e858cc21d85,Credit Card,Success,0,,10000,-6.932165168087686,109.54778692348988,167962,41739,1,157962,135
69648,168e042e-d8b6-40b1-a24a-6101c06f939b,bebba719-ffff-4f9b-919a-e13f385a1fd2,OVO,Success,0,,10000,-7.24675137951123,109.97227534038554,92206,38316,1,82206,39
11613,adffbea1-43a3-4166-a4d0-ae0e548f9af7,a401df92-9920-4d59-979e-e7e317529d4a,LinkAja,Success,0,,25000,-6.560445313825193,106.61764768217913,237156,32571,2,106078,2
82003,67bf8db2-3726-4d58-9559-b3f596cefb7f,813c60b2-fc21-4ae1-82c1-99988cd92a20,Credit Card,Success,0,,10000,-7.88125178913115,111.13143602439644,173202,33587,1,163202,83
58123,3cf987ec-114b-473a-b702-0ef151e3d691,ab62d756-5d15-41f0-b8ad-72aefded5df1,Credit Card,Success,0,,10000,-7.361554786054011,107.64502206814262,227665,7831,1,217665,219
5796,dabdc977-d09b-402e-968a-a9b890235fb0,ae9a9704-2a91-45a0-ba82-8cf77e41ed91,LinkAja,Success,4641,WEEKENDMANTAP,10000,-8.868116178405776,120.68289876466392,328410,38282,1,323051,5
98124,13763b67-a578-41de-bf75-f3fb63957e24,fc1e787e-519b-4e4f-a2cb-ae6015a81088,OVO,Success,0,,10000,-5.4818868320519325,105.37792385754838,645588,4465,2,317794,53
69642,5500af95-f7e7-40ea-8f6a-f4c6b7a16725,b0986f74-87cd-4d7b-9bf4-a9a13deb60b6,Credit Card,Success,9258,WEEKENDMANTAP,50000,-6.983246463731116,106.62918542022842,360887,46276,1,320145,116
86911,f7d91342-74ec-4541-a2a7-0838f911940b,2c714296-c866-4c6d-86e1-08dcd0ab3516,OVO,Success,3321,WEEKENDMANTAP,10000,-6.6810301352793084,108.0284447800356,379139,48078,4,93115,31
43753,04b2b07a-6e41-437d-82ec-b2bde2c66957,87143996-d899-4f12-bb29-d13be6b5121a,Credit Card,Success,0,,0,-3.009228239483571,113.8541827675698,150023,43172,1,150023,69
80502,07846bab-79d1-45e7-ab3c-4d5e68e1bc8d,ccf5a137-26c9-44e0-a72c-e5d14f7b00dc,Gopay,Success,5440,WEEKENDMANTAP,0,-6.252066104093105,106.8014533208018,494433,27630,1,499873,35
86721,6ad8d533-b761-43ae-be23-06f9266d0d76,dfd07907-ccf0-4c9e-9225-6b05daca98c8,Debit Card,Success,0,,10000,-3.211100230879447,104.121088681332,1037175,29736,5,205435,52
83717,323e7850-7ce4-4405-bcd3-dca7b5860328,6c72a126-13c3-4fdb-a897-8220df2ca0f8,Credit Card,Success,0,,10000,-0.8523966010104012,113.3346147159848,1182955,18475,2,176836,37
83717,323e7850-7ce4-4405-bcd3-dca7b5860328,6c72a126-13c3-4fdb-a897-8220df2ca0f8,Credit Card,Success,0,,10000,-0.8523966010104012,113.3346147159848,1182955,7491,1,449781,0
83717,323e7850-7ce4-4405-bcd3-dca7b5860328,6c72a126-13c3-4fdb-a897-8220df2ca0f8,Credit Card,Success,0,,10000,-0.8523966010104012,113.3346147159848,1182955,27298,1,369502,0
11403,3e264192-abf2-47a6-ae24-48307fd65e1e,7928812b-72d5-42ce-a332-30ff1031353b,Gopay,Success,0,,0,-5.796947819522965,105.64320238907068,4114372,33200,1,644632,43
11403,3e264192-abf2-47a6-ae24-48307fd65e1e,7928812b-72d5-42ce-a332-30ff1031353b,Gopay,Success,0,,0,-5.796947819522965,105.64320238907068,4114372,3462,1,277483,0
11403,3e264192-abf2-47a6-ae24-48307fd65e1e,7928812b-72d5-42ce-a332-30ff1031353b,Gopay,Success,0,,0,-5.796947819522965,105.64320238907068,4114372,56423,1,150593,0
11403,3e264192-abf2-47a6-ae24-48307fd65e1e,7928812b-72d5-42ce-a332-30ff1031353b,Gopay,Success,0,,0,-5.796947819522965,105.64320238907068,4114372,6593,6,294616,0
11403,3e264192-abf2-47a6-ae24-48307fd65e1e,7928812b-72d5-42ce-a332-30ff1031353b,Gopay,Success,0,,0,-5.796947819522965,105.64320238907068,4114372,34163,1,235134,0
11403,3e264192-abf2-47a6-ae24-48307fd65e1e,7928812b-72d5-42ce-a332-30ff1031353b,Gopay,Success,0,,0,-5.796947819522965,105.64320238907068,4114372,36873,1,293498,0
11403,3e264192-abf2-47a6-ae24-48307fd65e1e,7928812b-72d5-42ce-a332-30ff1031353b,Gopay,Success,0,,0,-5.796947819522965,105.64320238907068,4114372,28023,1,456730,0
11403,3e264192-abf2-47a6-ae24-48307fd65e1e,7928812b-72d5-42ce-a332-30ff1031353b,Gopay,Success,0,,0,-5.796947819522965,105.64320238907068,4114372,12500,1,288606,0
38017,72d1e3a9-0f60-44f1-9fc9-f25d52c74a34,ec135ee8-c80c-4910-a791-8521610fb66d,Credit Card,Success,0,,0,-1.0773527608080735,114.33992976836184,1469627,12801,1,315655,96
38017,72d1e3a9-0f60-44f1-9fc9-f25d52c74a34,ec135ee8-c80c-4910-a791-8521610fb66d,Credit Card,Success,0,,0,-1.0773527608080735,114.33992976836184,1469627,33458,1,149464,0
38017,72d1e3a9-0f60-44f1-9fc9-f25d52c74a34,ec135ee8-c80c-4910-a791-8521610fb66d,Credit Card,Success,0,,0,-1.0773527608080735,114.33992976836184,1469627,6758,1,245348,0
38017,72d1e3a9-0f60-44f1-9fc9-f25d52c74a34,ec135ee8-c80c-4910-a791-8521610fb66d,Credit Card,Success,0,,0,-1.0773527608080735,114.33992976836184,1469627,2233,2,250086,0
38017,72d1e3a9-0f60-44f1-9fc9-f25d52c74a34,ec135ee8-c80c-4910-a791-8521610fb66d,Credit Card,Success,0,,0,-1.0773527608080735,114.33992976836184,1469627,19306,1,258988,0
70312,846d5d90-4329-45ba-8cfb-e345e5d1e62d,109fafd5-77c7-4e52-b2cd-fd38622c1754,Debit Card,Success,0,,15000,-7.921280951600412,110.13764936332208,489974,36655,1,474974,52
20149,5e2a3e97-48b2-420b-b214-e8cbb29bdc28,dbbfd539-2189-476b-9679-bfbafaba03f9,Credit Card,Success,0,,10000,-6.148384529477976,106.90988040550276,138757,28392,1,128757,49
34977,c5c23615-922d-4563-9c05-dee7433e3fd7,6d08e734-acd1-4a8d-be8a-47cdef063f41,OVO,Success,0,,5000,-7.901276306470709,110.5558621641196,265278,47331,1,260278,286
43939,3f2a6ffe-0c24-43f0-b128-98327657cac9,8ce9202a-78d3-40d7-a2af-ca7ce55bff2d,Credit Card,Success,0,,10000,-0.754068570834658,116.51243252045268,545530,6009,3,178510,47
72007,2ab972ab-a0c2-4094-8048-d2314a301565,894ecf8f-eae6-48bb-a1b2-db1933fe9930,Debit Card,Success,0,,10000,-2.821257016129577,110.74940995795076,257868,16766,1,247868,442
11613,5322db30-0d1b-463a-b3a0-f1dd68101b1e,bb309cde-cd8f-41b4-bcb2-f23ccb07dab5,Gopay,Success,0,,10000,-6.356023808470449,106.8944449519146,294788,40949,2,142394,32
39164,3ca793dd-c131-4c47-a19b-f5ad42fc2211,09f2ddd9-1f2d-47b6-b635-49f250368fb9,Gopay,Success,0,,10000,-6.97449623617499,109.69202770655318,2718185,33108,1,108851,84
39164,3ca793dd-c131-4c47-a19b-f5ad42fc2211,09f2ddd9-1f2d-47b6-b635-49f250368fb9,Gopay,Success,0,,10000,-6.97449623617499,109.69202770655318,2718185,54143,1,169065,0
39164,3ca793dd-c131-4c47-a19b-f5ad42fc2211,09f2ddd9-1f2d-47b6-b635-49f250368fb9,Gopay,Success,0,,10000,-6.97449623617499,109.69202770655318,2718185,6315,5,193953,0
39164,3ca793dd-c131-4c47-a19b-f5ad42fc2211,09f2ddd9-1f2d-47b6-b635-49f250368fb9,Gopay,Success,0,,10000,-6.97449623617499,109.69202770655318,2718185,14990,1,188607,0
39164,3ca793dd-c131-4c47-a19b-f5ad42fc2211,09f2ddd9-1f2d-47b6-b635-49f250368fb9,Gopay,Success,0,,10000,-6.97449623617499,109.69202770655318,2718185,25712,1,204671,0
39164,3ca793dd-c131-4c47-a19b-f5ad42fc2211,09f2ddd9-1f2d-47b6-b635-49f250368fb9,Gopay,Success,0,,10000,-6.97449623617499,109.69202770655318,2718185,27846,1,238865,0
39164,3ca793dd-c131-4c47-a19b-f5ad42fc2211,09f2ddd9-1f2d-47b6-b635-49f250368fb9,Gopay,Success,0,,10000,-6.97449623617499,109.69202770655318,2718185,52437,5,128318,0
39164,3ca793dd-c131-4c47-a19b-f5ad42fc2211,09f2ddd9-1f2d-47b6-b635-49f250368fb9,Gopay,Success,0,,10000,-6.97449623617499,109.69202770655318,2718185,10773,1,186771,0
91500,c63b10dc-e7ba-4e25-b9c7-72a7643c4647,57013871-ed78-4e02-9452-2be7743c643c,Credit Card,Failed,3834,LIBURDONG,0,-6.108862771948717,106.87929642416208,129999,21277,1,133833,17
86063,e347d43b-b566-4426-8528-1e9202f405a4,75b76d6c-485f-40da-acb2-2a634ea425f9,Credit Card,Success,0,,0,-1.4940292391246413,115.62642514496032,381322,8653,2,190661,71
76961,5788d000-4694-4363-a7dc-a92ad65cad65,3a3b4bea-74b0-4b92-803f-9ff99eb73a09,OVO,Success,0,,0,-7.542256589473809,131.22831275372974,1097888,9852,4,274472,60
36675,2741f9d1-0cc4-407f-a799-738d2b2a248f,54fff1cc-c495-4144-8c26-31d08f886481,Credit Card,Success,0,,10000,-7.308741920378745,110.67906080650906,111706,31933,1,101706,257
38017,497e002a-33f8-454e-9e8d-ad8b84075989,7836309b-ec2d-40c1-a208-7a9e4eb68ff9,Credit Card,Success,0,,10000,-6.179457600572254,106.91462889035652,1137575,49126,5,225515,5
80462,4f7204f4-c562-457d-971d-d86e4fd1f121,6d3e9bc5-c07f-40b9-a55c-393275845714,Debit Card,Success,0,,10000,-7.871696120011368,110.18928777685213,332564,51931,1,322564,175
76961,b86c2b8a-76a1-4502-a25f-8f15b8246713,42ab47d9-717d-4293-a542-cd16f03017f7,OVO,Success,0,,10000,-7.961602328124195,110.31037421052643,307546,17193,1,297546,23
70782,34b46094-dcb0-4a5d-b9a6-0ebc4966cf1a,70057457-c294-4afc-af49-fd8ed876ce72,Credit Card,Success,0,,10000,-4.134664834012977,105.11230994571756,363990,5911,1,353990,217
29438,ec4db742-b457-42fd-8de5-78a275897422,427476f0-524d-4667-bb50-a632fe4ee3d7,Credit Card,Success,0,,0,-6.541569324434009,107.28212366818792,308662,45344,1,308662,3
34977,4c7d5617-ad2f-4b40-85ec-432909469a07,905ce4d3-9112-4add-b393-89c5152a8dbf,Debit Card,Success,0,,0,-7.901276306470709,110.5558621641196,565740,42329,1,565740,75
76961,b116c814-29b0-404b-bde3-2cfeb588d750,01f56c26-80c6-47ee-8557-3758226d0d94,Credit Card,Success,0,,10000,-6.13861282427712,106.82835447348208,156785,25578,1,146785,165
81217,4cd02f38-8d5e-4e9a-8225-f2ce45042566,90b25de9-1ebc-41aa-9f51-c050e5d01574,Credit Card,Success,0,,10000,-0.3035332305859963,110.55631350688364,378492,7429,1,368492,158
85954,e97c4a9d-8581-4521-8bc3-094da368d3f2,d30b7627-2c5f-47cc-86fe-7b071abab038,Credit Card,Failed,8859,WEEKENDSERU,0,-0.3233222593075204,109.14242268191286,323567,7565,1,332426,137
15920,b9868814-390e-4dff-951a-537faff301ab,4379d123-36c7-42d7-b1e9-78f98bb36cd9,Credit Card,Success,3508,WEEKENDMANTAP,10000,-6.154387127769328,106.86295936050531,1982272,28849,10,197578,28
37655,d0a5676f-7086-491b-a863-2f857d31716e,fec4d6ac-0910-4569-8c03-80ead0e7c5b9,LinkAja,Success,5449,LIBURDONG,10000,0.4516117008356914,123.80591143049637,1049571,48167,2,522510,131
76961,1aef56f1-6e24-4c65-b276-257fbaee96f1,292bf823-e50b-4dfb-a3db-fb054c6d212d,OVO,Success,0,,10000,-6.209683984637416,106.86259455698182,1685898,48445,1,258614,4
76961,1aef56f1-6e24-4c65-b276-257fbaee96f1,292bf823-e50b-4dfb-a3db-fb054c6d212d,OVO,Success,0,,10000,-6.209683984637416,106.86259455698182,1685898,15289,6,236214,0
34690,82af3688-04d1-4da0-8ce1-fed441ab017c,527a2356-3858-412e-9d85-cf1b6a801f25,Credit Card,Success,0,,10000,-2.618123767999606,110.22178758548188,395341,12837,1,144216,108
34690,82af3688-04d1-4da0-8ce1-fed441ab017c,527a2356-3858-412e-9d85-cf1b6a801f25,Credit Card,Success,0,,10000,-2.618123767999606,110.22178758548188,395341,24526,1,241125,0
11613,fa70053b-6edf-4260-933f-6a190be257ea,bbc0812a-221c-44aa-b82a-ce5b498d6ca7,LinkAja,Success,0,,10000,-1.8039927220643257,115.32358712338176,573158,11549,1,563158,29
