session_id,event_name,event_id,traffic_source,product_id,quantity,item_price,payment_status,search_keywords,promo_code,promo_amount,event_offset
2246fd87-1cf0-42fb-be36-262397191cf3,ADD_TO_CART,b0da6432-6097-4548-9dd4-3cc14b0c9311,MOBILE,7134.0,1.0,145221.0,,,,,4
d3c2c537-0887-4a8d-a35c-f125e3593c42,PROMO_PAGE,e7723dc9-5fd0-45d7-9a67-4c92021bcc36,MOBILE,,,,,,,,9
57fa3b2c-7802-4a84-b3c9-a432d7da3c25,SCROLL,0c4b9130-c7c9-4b8a-a128-f83b23b91ca5,MOBILE,,,,,,,,4
04305057-f8b2-4265-bec1-8db695929418,SCROLL,5bdbf9f0-e9ef-4ebf-98b9-02d3c2c0a589,MOBILE,,,,,,,,19
db825a88-45a0-41fd-afb0-9b0207f44877,BOOKING,19d902ea-c4ad-4f0f-8f88-859229afbfae,MOBILE,,,,Success,,,,3
5e110828-a7d7-411c-a1ed-14231cb1bd2d,ADD_TO_CART,f9c7c01e-e287-48e0-89c2-8cb0168bb723,MOBILE,38535.0,1.0,172711.0,,,,,5
789d4743-7eb6-4121-be0f-f7e0ae7403f1,SEARCH,b83d2bc6-db7c-4a59-bbcb-af87145d80d7,MOBILE,,,,,Bekas,,,2
5390247f-66b5-4e20-b503-0c27d452f26d,BOOKING,4c39e454-6f54-4f16-9b30-50ce9015a6d9,MOBILE,,,,Success,,,,1
1bffc9fb-31ac-4f9e-851e-45ea69c727af,HOMEPAGE,56de858a-d94e-45c3-8e26-f9404c74dff2,MOBILE,,,,,,,,3
5e110828-a7d7-411c-a1ed-14231cb1bd2d,SEARCH,498bc2c2-c484-4d13-a605-02c96be0c074,MOBILE,,,,,T-Shirt,,,1
57fa3b2c-7802-4a84-b3c9-a432d7da3c25,ADD_TO_CART,bca938c8-112f-49e3-bf01-749282edf2b7,MOBILE,16053.0,1.0,338103.0,,,,,0
12d8e1ff-a21b-4a6f-86f7-f5f31557986e,SEARCH,80543e33-3658-4ed8-9399-9ddd1f2d6d1e,MOBILE,,,,,Tas Wanita,,,28
c6674146-40f7-49e5-bd9c-380853ecab81,ADD_TO_CART,3e652cae-13f1-4108-bf7a-402c67fd6e85,MOBILE,5114.0,1.0,368049.0,,,,,0
096fec88-b44c-4a27-ba14-48bcc1e670db,HOMEPAGE,f8e6a528-7696-4e52-8d0b-921c6a4a1f2d,MOBILE,,,,,,,,6
8cb4ddbc-cd9c-426a-9e11-8d4395b3dd82,SCROLL,952f9485-c1ef-4e40-81e0-a531553aed6e,WEB,,,,,,,,3
bd4d3879-d601-4b0e-af49-9dd9f347dfb4,SCROLL,769b48fd-fe3e-450a-a927-2f1395570b00,MOBILE,,,,,,,,7
d5e152a1-e8d9-4d1a-a646-9ba7b31c5b96,HOMEPAGE,b3526a89-75ca-493e-81c1-cab0ffdcea8f,MOBILE,,,,,,,,4
3aee9689-cd2d-4e0f-a811-1f3f5ea8d308,SCROLL,b24e2f79-564d-4f8f-92ff-bba2fc974f65,MOBILE,,,,,,,,21
97358235-9f47-4379-8269-8f3fb0b47169,ADD_TO_CART,9f18bc54-c025-438a-9131-ae035562f014,MOBILE,2217.0,1.0,475376.0,,,,,51
fa00c2b3-1833-4c30-885d-8d4d8005f5d5,PROMO_PAGE,95e9e8f2-0ac8-473b-9a77-f4a913569458,MOBILE,,,,,,,,0
096fec88-b44c-4a27-ba14-48bcc1e670db,CLICK,5af162cd-1cf1-400d-b7d2-f361bd2af076,MOBILE,,,,,,,,30
57fa3b2c-7802-4a84-b3c9-a432d7da3c25,CLICK,c3bf83d0-6f11-4be4-9a0d-da25bb29b185,MOBILE,,,,,,,,8
764e800f-0e4d-41f4-86b7-ac125e09f8f7,ITEM_DETAIL,14dc9d7e-a116-4467-be49-62c5d8384ce4,MOBILE,,,,,,,,6
05626b5a-9e04-4f34-9741-00cc4340460a,HOMEPAGE,cd73deec-457a-4cff-aa97-4503ca3c4561,MOBILE,,,,,,,,3
8cb4ddbc-cd9c-426a-9e11-8d4395b3dd82,HOMEPAGE,6dc1c036-3ceb-4569-9f8d-ffb20237c1d5,WEB,,,,,,,,3
d5e152a1-e8d9-4d1a-a646-9ba7b31c5b96,SCROLL,7d7fdb8b-a8a0-457a-ba47-51ddb11d9ec9,MOBILE,,,,,,,,0
f441c221-8f63-4d96-bc4f-6f998d424b35,SEARCH,c781c0bd-bb15-4f17-8d31-eee69aac19c1,MOBILE,,,,,Dress Kondangan,,,30
04305057-f8b2-4265-bec1-8db695929418,HOMEPAGE,a387926e-311d-4ced-9673-26efdf96e296,MOBILE,,,,,,,,5
096fec88-b44c-4a27-ba14-48bcc1e670db,CLICK,9810d568-5fe2-4cbb-83cb-05c9cd7afcf2,MOBILE,,,,,,,,23
05626b5a-9e04-4f34-9741-00cc4340460a,ADD_TO_CART,9601ae13-40a0-411a-a806-2649170e5ba5,MOBILE,5474.0,1.0,318175.0,,,,,1
05626b5a-9e04-4f34-9741-00cc4340460a,SCROLL,ed8b0f01-8665-46d8-986d-8bd80f1c1417,MOBILE,,,,,,,,16
5bb79621-a9e7-4eb1-9e9f-8f194461c2d1,CLICK,42f9e3f6-26c3-4dc6-8b5a-38b69bf0ef17,MOBILE,,,,,,,,20
d3895753-4f4a-4405-bee7-8519dda0b71c,CLICK,08e7d27d-15db-4ed5-8943-0c3a120e9e85,MOBILE,,,,,,,,0
f441c221-8f63-4d96-bc4f-6f998d424b35,ADD_TO_CART,262b810f-3cf2-4fc3-a02c-bed2c55a7535,MOBILE,26658.0,1.0,183179.0,,,,,18
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,HOMEPAGE,dd9974a0-d000-42ff-945c-978f4570fa2b,MOBILE,,,,,,,,4
8cb4ddbc-cd9c-426a-9e11-8d4395b3dd82,SCROLL,d86c151d-4304-472f-b6f7-699d11fe6f23,WEB,,,,,,,,2
05626b5a-9e04-4f34-9741-00cc4340460a,ADD_PROMO,9165b9d5-ebe4-41d6-a514-c148f5b6d27b,MOBILE,,,,,,LIBURDONG,3119.0,4
d5e152a1-e8d9-4d1a-a646-9ba7b31c5b96,CLICK,d8f6c75a-a178-4e01-b437-79ec37afdbd2,MOBILE,,,,,,,,6
ff9b36e7-b332-4e84-a194-9a4e60297312,ITEM_DETAIL,6ae06f4f-b326-4796-9e8d-0178a2c1c9b3,MOBILE,,,,,,,,4
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,ADD_TO_CART,f4528f75-020f-4ced-b234-a026477662dc,MOBILE,29083.0,1.0,76168.0,,,,,2
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,HOMEPAGE,e3c57845-a1aa-463b-82b3-e9cb2676de6c,MOBILE,,,,,,,,2
096fec88-b44c-4a27-ba14-48bcc1e670db,SCROLL,e2883362-f19c-40b0-b07e-f3111f303867,MOBILE,,,,,,,,7
05626b5a-9e04-4f34-9741-00cc4340460a,CLICK,c94da65c-762a-4c8f-aaed-e257fba08b73,MOBILE,,,,,,,,1
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,CLICK,eeba87b7-f147-4068-998f-bf5ee83c7527,MOBILE,,,,,,,,11
fd0fa79e-9fe2-45cb-9101-3ed10423c9b2,HOMEPAGE,d86848ea-7a16-4a6a-a0b3-940f73a09ea1,MOBILE,,,,,,,,7
fa00c2b3-1833-4c30-885d-8d4d8005f5d5,ITEM_DETAIL,43d6b296-a01c-483a-93d1-83968b697701,MOBILE,,,,,,,,12
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,SEARCH,a49d0240-4752-4c06-88bf-8b1689c574f2,MOBILE,,,,,T-Shirt,,,1
5203e8b7-4173-4ef4-b2d1-abc806a4febc,SCROLL,0a5479d5-4c53-4c3a-b2ec-417a3e5c6d24,MOBILE,,,,,,,,5
28d14012-8bd8-4365-bc50-b8524f037e8e,HOMEPAGE,82fb69f1-cb5f-47ca-8799-891bafa9bdce,MOBILE,,,,,,,,0
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,SCROLL,a761d2d1-45ab-48c8-8e4d-5ebf8e90c4b0,MOBILE,,,,,,,,5
57fa3b2c-7802-4a84-b3c9-a432d7da3c25,SCROLL,f0b7cb4c-4fa4-4c1c-8cee-654495b06f91,MOBILE,,,,,,,,4
3aee9689-cd2d-4e0f-a811-1f3f5ea8d308,ITEM_DETAIL,9f43731c-687e-40dc-a85a-d0f81b36717d,MOBILE,,,,,,,,9
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,CLICK,b73f72b2-fa5d-40a9-a54e-40a558a52eb5,MOBILE,,,,,,,,12
05626b5a-9e04-4f34-9741-00cc4340460a,CLICK,f78e4d5a-e653-4a60-ae6a-78c56a1a9945,MOBILE,,,,,,,,0
1016f4c8-74ba-4970-9a6f-ac64f6621416,HOMEPAGE,14b549ec-3b66-4142-8468-f16706f0455c,MOBILE,,,,,,,,6
2ff512bd-73a7-42cc-849e-e53e089b432e,PROMO_PAGE,aaee3a50-943d-48cb-bf28-3a47bcd100d0,MOBILE,,,,,,,,4
04305057-f8b2-4265-bec1-8db695929418,HOMEPAGE,89c007b1-1a38-439c-a6db-bd5e72a6c9d1,MOBILE,,,,,,,,9
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,HOMEPAGE,c828c727-fe08-4484-b776-7de3b7175845,MOBILE,,,,,,,,4
a35b5267-e0e3-4aec-8390-6314b053d750,HOMEPAGE,da552556-ac78-40b8-abec-35b0f61a588d,MOBILE,,,,,,,,0
8cb4ddbc-cd9c-426a-9e11-8d4395b3dd82,SCROLL,89eb77d3-901a-49ff-acae-1022ea52227a,WEB,,,,,,,,9
764e800f-0e4d-41f4-86b7-ac125e09f8f7,CLICK,1677c444-c412-4cd9-ad1c-979c172ebdce,MOBILE,,,,,,,,0
9ecb49d2-945e-4748-bb46-39761bb6756d,BOOKING,cf28c7f2-e6a3-49a8-b996-e907717c3fc7,MOBILE,,,,Failed,,,,4
096fec88-b44c-4a27-ba14-48bcc1e670db,HOMEPAGE,92bb8053-2093-4683-85a7-0c81a1b8ec2d,MOBILE,,,,,,,,2
a35b5267-e0e3-4aec-8390-6314b053d750,ADD_TO_CART,e9896d2e-a54d-43cf-bcf1-50245c2c8898,MOBILE,6901.0,1.0,197748.0,,,,,0
62ff931d-3344-470f-b84e-f190b4eb9100,HOMEPAGE,1df1b789-23f0-48c0-aba2-1d6d78d53780,MOBILE,,,,,,,,0
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,CLICK,4501be0b-c462-4721-9694-60f6410fe962,MOBILE,,,,,,,,3
a35b5267-e0e3-4aec-8390-6314b053d750,SEARCH,64729b9c-31f4-48e8-8e16-6761042d2d7b,MOBILE,,,,,Sepatu,,,4
d5e152a1-e8d9-4d1a-a646-9ba7b31c5b96,HOMEPAGE,9bf3f1e0-63ab-428d-8b28-c583cbb6d962,MOBILE,,,,,,,,2
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,HOMEPAGE,eb13cd0d-1eed-4c21-8715-6466320535d9,MOBILE,,,,,,,,13
2246fd87-1cf0-42fb-be36-262397191cf3,SEARCH,6203392b-44ef-441e-92f0-8015556564d9,MOBILE,,,,,Baju,,,0
a35b5267-e0e3-4aec-8390-6314b053d750,CLICK,7ae68f55-e55f-4ad3-830e-59854638892a,MOBILE,,,,,,,,7
a35b5267-e0e3-4aec-8390-6314b053d750,ADD_PROMO,37f55677-120f-4d3c-82e5-19ea2c709c46,MOBILE,,,,,,LIBURDONG,13977.0,1
c62ab78e-d681-45d0-9c2d-ede3ec9430a0,SEARCH,74aea71a-e28e-4cf5-9a26-ff6447119e10,MOBILE,,,,,Dress Pesta,,,3
ef966aae-ce30-48ce-b2ae-ba3d8aa38434,ITEM_DETAIL,351b2b5a-ab87-474f-866a-1355d251a443,MOBILE,,,,,,,,1
05626b5a-9e04-4f34-9741-00cc4340460a,SEARCH,b1982f35-d2ee-49e9-8437-2f9e131040b6,MOBILE,,,,,Tas Wanita,,,0
12d8e1ff-a21b-4a6f-86f7-f5f31557986e,SCROLL,0d8ff510-5f3b-4723-a7e8-d4d21be7826a,MOBILE,,,,,,,,2
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,SEARCH,5669baad-32b5-4f7e-91ba-621d5cf1c86d,MOBILE,,,,,Thrift,,,5
a35b5267-e0e3-4aec-8390-6314b053d750,SCROLL,1ee6553b-6153-483a-b421-ff9026ce1437,MOBILE,,,,,,,,9
a197a49b-72d1-466a-ad15-28b373b55b77,SEARCH,3a154e9c-7abd-4d45-8ae7-1285b90ee448,MOBILE,,,,,Baju,,,1
5d3928ec-a7e5-4c10-9d37-174ca4481a7e,HOMEPAGE,6bc94899-0807-4d4e-a1ff-cc42cee3441d,WEB,,,,,,,,0
61f1f94b-5ea9-42e7-b2e5-6151a7452c33,CLICK,fce0efc5-0300-4544-a26f-29516e83312b,MOBILE,,,,,,,,0
a197a49b-72d1-466a-ad15-28b373b55b77,ADD_PROMO,70d97ff1-29fc-41ea-85e7-ed2b61657622,MOBILE,,,,,,LIBURDONG,3083.0,7
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,ITEM_DETAIL,cee46bbe-d147-4069-9c32-54df22666a64,MOBILE,,,,,,,,0
a35b5267-e0e3-4aec-8390-6314b053d750,SCROLL,54709599-b0d7-40a4-93cf-d3d7d8390fe1,MOBILE,,,,,,,,3
92fbc898-623c-462c-8fb0-05b1e94be551,BOOKING,f73e5969-1b8e-427f-8c54-d252a66d2c5e,MOBILE,,,,Success,,,,12
a35b5267-e0e3-4aec-8390-6314b053d750,CLICK,512fc87d-1d14-431e-8312-5bb277f18eae,MOBILE,,,,,,,,10
debeb731-6096-48f4-8705-a3ff0be20e50,SCROLL,81dc14ae-7633-414a-b020-a3e21ad3f036,MOBILE,,,,,,,,0
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,CLICK,4279cf7f-4842-4ce5-9d99-1d79537947a7,MOBILE,,,,,,,,2
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,HOMEPAGE,31e5171f-5892-4852-9099-548d4b1a9971,MOBILE,,,,,,,,20
05626b5a-9e04-4f34-9741-00cc4340460a,CLICK,7f9c3d31-10e8-4eec-9bf7-cb41aa5d42fa,MOBILE,,,,,,,,3
a35b5267-e0e3-4aec-8390-6314b053d750,CLICK,34b21daf-e001-478c-9d1c-12ae6cbe0572,MOBILE,,,,,,,,1
8cb4ddbc-cd9c-426a-9e11-8d4395b3dd82,HOMEPAGE,4c7c05b4-fd29-4a9b-8d1d-26c53434efc4,WEB,,,,,,,,0
096fec88-b44c-4a27-ba14-48bcc1e670db,PROMO_PAGE,3ed36521-c6c5-49dc-8b29-e6a9f4167bec,MOBILE,,,,,,,,3
62ff931d-3344-470f-b84e-f190b4eb9100,ADD_TO_CART,2eaefbd6-6c5f-4f3c-9a36-809fd4cec6b7,MOBILE,25232.0,1.0,275610.0,,,,,4
62ff931d-3344-470f-b84e-f190b4eb9100,ITEM_DETAIL,0f2ad5ed-e0a4-44c5-b2e1-87245fae1a9d,MOBILE,,,,,,,,2
a35b5267-e0e3-4aec-8390-6314b053d750,HOMEPAGE,de253162-1c89-4bac-8ab6-f6d9bb6b5cae,MOBILE,,,,,,,,2
d5e152a1-e8d9-4d1a-a646-9ba7b31c5b96,PROMO_PAGE,08e3ee0a-d39d-4893-9a8c-0fa3b8be9250,MOBILE,,,,,,,,2
6207eba8-61c5-4a83-b9e4-21fc1c3cf91c,SCROLL,a49e47f2-9818-4f71-ab68-41c7a42b6ea8,MOBILE,,,,,,,,3
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,HOMEPAGE,cc63638d-f387-4720-8dd3-a8a64c747a65,MOBILE,,,,,,,,1
a35b5267-e0e3-4aec-8390-6314b053d750,CLICK,06d42376-3eb2-4776-9868-b61f86f84aad,MOBILE,,,,,,,,13
57fa3b2c-7802-4a84-b3c9-a432d7da3c25,ITEM_DETAIL,46d511ed-2596-45f4-980c-2b8110cf69ca,MOBILE,,,,,,,,11
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,HOMEPAGE,8d5ad368-0444-4679-b5ad-85f553f4edcb,MOBILE,,,,,,,,4
a35b5267-e0e3-4aec-8390-6314b053d750,ITEM_DETAIL,3a6d9de1-f443-494b-be32-09a5ae68e53d,MOBILE,,,,,,,,4
fa00c2b3-1833-4c30-885d-8d4d8005f5d5,CLICK,7d8b344b-e56c-4932-818b-e3b8bc3d4302,MOBILE,,,,,,,,2
04305057-f8b2-4265-bec1-8db695929418,SEARCH,461d2fd8-f82f-4f2e-a607-1b72100c97c8,MOBILE,,,,,T-Shirt,,,9
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,SCROLL,b9492714-4f71-4b42-94d0-5be787aca4f5,MOBILE,,,,,,,,6
05626b5a-9e04-4f34-9741-00cc4340460a,CLICK,2553d3f0-70b6-4abd-8531-1015582e0d38,MOBILE,,,,,,,,9
d3c2c537-0887-4a8d-a35c-f125e3593c42,SCROLL,514bf0bb-7edf-4761-8582-b7469f62fad1,MOBILE,,,,,,,,0
0da9cc67-d7c7-402c-959d-bf252d662aab,HOMEPAGE,4a21ecba-1540-4282-b08a-42ef81adb475,WEB,,,,,,,,6
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,CLICK,199d7c92-744a-49ba-ab8e-b5c62c8b6fe1,MOBILE,,,,,,,,7
096fec88-b44c-4a27-ba14-48bcc1e670db,ITEM_DETAIL,75ad866e-bf31-43de-ad7d-bd2c93e852ac,MOBILE,,,,,,,,1
764e800f-0e4d-41f4-86b7-ac125e09f8f7,HOMEPAGE,f8b614cf-26e2-432b-8d3a-565d1e27dda1,MOBILE,,,,,,,,19
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,CLICK,1e915bdc-f326-493f-ad20-8ff97847a81c,MOBILE,,,,,,,,2
4379d123-36c7-42d7-b1e9-78f98bb36cd9,HOMEPAGE,589bf2f0-920e-4fc0-b00d-2ade59bf23b6,MOBILE,,,,,,,,14
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,SCROLL,197defe7-4ba9-4500-955b-efdc8541386d,MOBILE,,,,,,,,3
8cb4ddbc-cd9c-426a-9e11-8d4395b3dd82,SCROLL,18f8d759-2a5f-42b0-aa82-4737f047f88a,WEB,,,,,,,,2
05626b5a-9e04-4f34-9741-00cc4340460a,CLICK,ab295429-44b2-4ef8-ba1d-549bcfa27d0e,MOBILE,,,,,,,,3
e7acc5d4-34e3-461d-ad06-bbc744f7aa78,CLICK,813f2f11-97aa-4848-8128-eed6983f32cd,MOBILE,,,,,,,,3
7e36e6b3-6bce-4a23-a705-a29d3ecef579,ITEM_DETAIL,c4e184da-647d-4848-a55f-636d4e9c351d,MOBILE,,,,,,,,1
d5e152a1-e8d9-4d1a-a646-9ba7b31c5b96,SCROLL,ab3d9f43-0d1b-45b6-a039-df15bb7c5fa8,MOBILE,,,,,,,,0
a35b5267-e0e3-4aec-8390-6314b053d750,BOOKING,fc7468bc-8080-481c-bedd-49d3d0e2a935,MOBILE,,,,Success,,,,0
d8eb2708-166e-492c-b5c6-7c0ee175e3c0,CLICK,b07830b2-0953-43b8-a34f-2409182c7c3d,MOBILE,,,,,,,,0
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,SCROLL,d7a894b5-74da-4018-8d34-89ae0ee00815,MOBILE,,,,,,,,1
3aee9689-cd2d-4e0f-a811-1f3f5ea8d308,SCROLL,c1915444-f4f2-44a9-874d-44766bbbc20a,MOBILE,,,,,,,,0
d761d91d-abda-4f04-9b7a-16902f9ff49d,CLICK,0804d370-5959-4aa9-8518-cf7f146e71e5,WEB,,,,,,,,2
cb4d3977-d87e-4d3d-82cd-30e9bfd13c29,PROMO_PAGE,b59c2584-4b11-41b8-b026-7eda0442cb5f,MOBILE,,,,,,,,1
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,SCROLL,e7f6dfd8-7330-4324-9d30-67bbb76a255c,MOBILE,,,,,,,,13
1c243bb0-ca31-4121-8f72-9bb6c1e938ab,CLICK,2791a03b-d07c-4bbb-9134-1e9f5f1e86ca,MOBILE,,,,,,,,14
d26311d3-6155-469d-a8c7-2c7295e28c1a,CLICK,124c7ae0-cd34-4c40-9e74-1f0a9ae98209,MOBILE,,,,,,,,0
13bf035d-a294-40fb-a4fb-ed58dfe8c867,BOOKING,1352c706-9b36-4df7-abea-5604a8bd87d5,MOBILE,,,,Success,,,,0
d8eb2708-166e-492c-b5c6-7c0ee175e3c0,ADD_TO_CART,6a6f91d8-0428-4f8c-ba23-fee7464d8f99,MOBILE,15247.0,1.0,603360.0,,,,,0
096fec88-b44c-4a27-ba14-48bcc1e670db,CLICK,0a5edaaf-3a1e-40dc-a832-c3fe27ee778f,MOBILE,,,,,,,,11
